age,education-num,relationship,occupation,capital-gain,capital-loss,hours-per-week,income
Middle-aged,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Full-time,1
Middle-aged,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Adm-clerical,No Gain,No Loss,Part-time,0
Young,Medium,Wife,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Sales,No Gain,No Loss,Overtime,0
Middle-aged,High,Not-in-family,Exec-managerial,No Gain,No Loss,Full-time,0
Middle-aged,Medium,Husband,Sales,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Not-in-family,Transport-moving,No Gain,No Loss,Overtime,0
Middle-aged,Low,Not-in-family,Craft-repair,No Gain,Has Loss,Overtime,0
Young,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Not-in-family,Sales,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Wife,Transport-moving,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Other-service,No Gain,No Loss,Full-time,0
Young,Medium,Not-in-family,Machine-op-inspct,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Wife,Adm-clerical,No Gain,Has Loss,Part-time,1
Young,Medium,Own-child,Adm-clerical,No Gain,No Loss,Part-time,0
Young,Medium,Other-relative,Other-service,No Gain,No Loss,Overtime,0
Young,Medium,Wife,Other-service,No Gain,No Loss,Overtime,1
Young,High,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,High,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Young,High,Husband,Exec-managerial,Has Gain,No Loss,Overtime,1
Young,Medium,Not-in-family,Other-service,No Gain,No Loss,Full-time,0
Middle-aged,Medium,Husband,Tech-support,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Unmarried,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,Medium,Other-relative,Prof-specialty,No Gain,No Loss,Full-time,0
Young,High,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Middle-aged,High,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Young,Medium,Own-child,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Other-service,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Protective-serv,No Gain,No Loss,Overtime,1
Young,Medium,Not-in-family,Tech-support,No Gain,No Loss,Overtime,0
Young,Low,Husband,Handlers-cleaners,No Gain,Has Loss,Overtime,0
Middle-aged,High,Husband,Exec-managerial,No Gain,Has Loss,Overtime,1
Young,Medium,Husband,Adm-clerical,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Full-time,0
Young,Medium,Wife,Prof-specialty,No Gain,Has Loss,Overtime,1
Young,Medium,Husband,Exec-managerial,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Not-in-family,Other-service,No Gain,No Loss,Full-time,0
Young,Medium,Unmarried,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,Medium,Unmarried,Exec-managerial,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Exec-managerial,Has Gain,No Loss,Overtime,1
Young,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,Low,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,1
Middle-aged,Low,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,Low,Own-child,Other-service,No Gain,No Loss,Part-time,0
Young,Low,Not-in-family,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,Medium,Unmarried,Transport-moving,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Sales,No Gain,No Loss,Full-time,0
Young,Low,Own-child,Handlers-cleaners,Has Gain,No Loss,Part-time,0
Young,High,Wife,Exec-managerial,No Gain,No Loss,Overtime,1
Young,Medium,Not-in-family,Farming-fishing,No Gain,No Loss,Overtime,0
Young,Low,Unmarried,Craft-repair,No Gain,No Loss,Full-time,0
Young,Medium,Husband,Transport-moving,No Gain,No Loss,Overtime,0
Middle-aged,High,Not-in-family,Prof-specialty,No Gain,Has Loss,Overtime,0
Young,Medium,Not-in-family,Handlers-cleaners,No Gain,No Loss,Overtime,0
Senior,Medium,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Middle-aged,High,Husband,Prof-specialty,No Gain,No Loss,Overtime,0
Senior,Medium,Not-in-family,Prof-specialty,No Gain,No Loss,Full-time,0
Young,Low,Own-child,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,High,Not-in-family,Prof-specialty,Has Gain,No Loss,Overtime,0
Young,High,Wife,Other-service,No Gain,No Loss,Full-time,1
Young,Medium,Own-child,Craft-repair,No Gain,Has Loss,Overtime,0
Young,High,Husband,Prof-specialty,No Gain,No Loss,Overtime,1
Young,Medium,Not-in-family,Farming-fishing,Has Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Protective-serv,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Adm-clerical,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Wife,Adm-clerical,No Gain,No Loss,Overtime,0
Young,High,Not-in-family,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Not-in-family,Adm-clerical,No Gain,No Loss,Full-time,0
Young,Medium,Own-child,Armed-Forces,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Prof-specialty,No Gain,No Loss,Overtime,1
Young,Low,Other-relative,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Sales,No Gain,No Loss,Full-time,0
Middle-aged,Medium,Unmarried,Exec-managerial,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,Low,Own-child,Prof-specialty,No Gain,No Loss,Part-time,0
Young,Medium,Own-child,Machine-op-inspct,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,1
Senior,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,1
Middle-aged,High,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Wife,Sales,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,1
Young,Medium,Wife,Exec-managerial,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Transport-moving,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Transport-moving,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,High,Own-child,Farming-fishing,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Transport-moving,No Gain,No Loss,Overtime,0
Young,High,Husband,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,Low,Unmarried,Craft-repair,No Gain,No Loss,Overtime,0
Young,High,Not-in-family,Tech-support,No Gain,No Loss,Part-time,0
Middle-aged,Medium,Wife,Adm-clerical,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Unmarried,Transport-moving,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Transport-moving,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Exec-managerial,No Gain,Has Loss,Overtime,1
Young,High,Wife,Tech-support,No Gain,No Loss,Part-time,1
Senior,Medium,Unmarried,Prof-specialty,No Gain,No Loss,Overtime,1
Young,Medium,Own-child,Prof-specialty,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Transport-moving,No Gain,No Loss,Overtime,0
Senior,Medium,Not-in-family,Other-service,No Gain,No Loss,Full-time,0
Middle-aged,High,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Young,Low,Not-in-family,Other-service,No Gain,No Loss,Part-time,0
Young,Medium,Own-child,Handlers-cleaners,No Gain,No Loss,Full-time,0
Young,Low,Not-in-family,Other-service,No Gain,No Loss,Overtime,0
Young,Medium,Unmarried,Other-service,No Gain,No Loss,Full-time,0
Young,High,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Part-time,0
Young,High,Not-in-family,Prof-specialty,No Gain,No Loss,Part-time,0
Middle-aged,Medium,Unmarried,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,Low,Other-relative,Prof-specialty,Has Gain,No Loss,Overtime,0
Young,Medium,Own-child,Adm-clerical,No Gain,No Loss,Part-time,0
Senior,Low,Husband,Prof-specialty,No Gain,No Loss,Full-time,0
Senior,Medium,Husband,Transport-moving,No Gain,No Loss,Overtime,0
Middle-aged,High,Unmarried,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Sales,Has Gain,No Loss,Overtime,1
Middle-aged,Medium,Not-in-family,Other-service,No Gain,No Loss,Full-time,0
Middle-aged,Medium,Not-in-family,Adm-clerical,No Gain,No Loss,Overtime,0
Young,High,Not-in-family,Exec-managerial,No Gain,No Loss,Overtime,0
Young,Medium,Unmarried,Prof-specialty,No Gain,No Loss,Full-time,0
Young,High,Own-child,Craft-repair,No Gain,No Loss,Part-time,0
Middle-aged,Medium,Unmarried,Adm-clerical,No Gain,No Loss,Full-time,0
Young,Medium,Own-child,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,Low,Own-child,Other-service,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Prof-specialty,No Gain,No Loss,Full-time,0
Senior,Medium,Husband,Prof-specialty,No Gain,No Loss,Part-time,0
Young,Medium,Not-in-family,Farming-fishing,No Gain,No Loss,Overtime,0
Senior,Medium,Husband,Transport-moving,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Adm-clerical,No Gain,No Loss,Overtime,0
Senior,Medium,Unmarried,Other-service,No Gain,No Loss,Overtime,0
Young,High,Not-in-family,Sales,No Gain,No Loss,Overtime,0
Young,High,Not-in-family,Exec-managerial,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Protective-serv,No Gain,No Loss,Part-time,0
Middle-aged,Medium,Husband,Exec-managerial,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Unmarried,Adm-clerical,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Unmarried,Other-service,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Unmarried,Handlers-cleaners,No Gain,Has Loss,Overtime,0
Middle-aged,Low,Unmarried,Prof-specialty,No Gain,No Loss,Full-time,0
Young,Medium,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Prof-specialty,No Gain,No Loss,Overtime,1
Young,Medium,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Senior,Medium,Unmarried,Prof-specialty,No Gain,No Loss,Full-time,0
Young,Medium,Not-in-family,Adm-clerical,No Gain,No Loss,Part-time,0
Young,Medium,Own-child,Prof-specialty,No Gain,No Loss,Full-time,0
Young,Medium,Unmarried,Prof-specialty,No Gain,No Loss,Full-time,0
Young,High,Husband,Prof-specialty,No Gain,No Loss,Overtime,1
Middle-aged,High,Husband,Exec-managerial,Has Gain,No Loss,Overtime,1
Middle-aged,Medium,Husband,Exec-managerial,Has Gain,No Loss,Overtime,1
Young,Medium,Not-in-family,Handlers-cleaners,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Tech-support,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Unmarried,Machine-op-inspct,No Gain,No Loss,Overtime,1
Young,Medium,Wife,Sales,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Senior,Medium,Not-in-family,Adm-clerical,No Gain,No Loss,Part-time,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,Low,Unmarried,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Machine-op-inspct,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Other-service,No Gain,No Loss,Overtime,0
Middle-aged,High,Wife,Exec-managerial,No Gain,No Loss,Overtime,1
Senior,High,Husband,Prof-specialty,Has Gain,No Loss,Overtime,1
Middle-aged,Low,Husband,Tech-support,No Gain,No Loss,Overtime,0
Senior,Low,Not-in-family,Priv-house-serv,No Gain,No Loss,Full-time,0
Young,Medium,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Young,High,Not-in-family,Farming-fishing,No Gain,No Loss,Overtime,0
Young,Medium,Unmarried,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Transport-moving,No Gain,No Loss,Overtime,0
Young,High,Own-child,Prof-specialty,No Gain,No Loss,Overtime,0
Young,Medium,Unmarried,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Transport-moving,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Sales,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Handlers-cleaners,No Gain,No Loss,Overtime,0
Senior,Low,Wife,Other-service,No Gain,No Loss,Part-time,0
Young,Medium,Husband,Protective-serv,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Handlers-cleaners,No Gain,No Loss,Full-time,0
Young,Medium,Unmarried,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Not-in-family,Exec-managerial,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Unmarried,Other-service,No Gain,No Loss,Overtime,0
Senior,Low,Unmarried,Adm-clerical,No Gain,No Loss,Overtime,0
Young,Medium,Wife,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,Medium,Unmarried,Craft-repair,No Gain,No Loss,Overtime,1
Senior,Low,Not-in-family,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,Medium,Unmarried,Adm-clerical,No Gain,No Loss,Part-time,0
Young,Medium,Wife,Tech-support,No Gain,No Loss,Full-time,0
Young,Low,Husband,Other-service,No Gain,No Loss,Overtime,0
Young,High,Not-in-family,Transport-moving,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Sales,No Gain,No Loss,Full-time,1
Middle-aged,Medium,Husband,Prof-specialty,No Gain,No Loss,Overtime,1
Young,Medium,Unmarried,Handlers-cleaners,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Prof-specialty,No Gain,No Loss,Overtime,1
Young,Medium,Own-child,Handlers-cleaners,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Exec-managerial,Has Gain,No Loss,Overtime,0
Middle-aged,Low,Unmarried,Other-service,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Craft-repair,No Gain,No Loss,Full-time,0
Middle-aged,High,Unmarried,Exec-managerial,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Prof-specialty,No Gain,No Loss,Overtime,0
Young,Low,Own-child,Sales,No Gain,No Loss,Part-time,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,Has Loss,Overtime,1
Young,High,Not-in-family,Prof-specialty,No Gain,No Loss,Overtime,0
Young,High,Wife,Exec-managerial,No Gain,No Loss,Overtime,1
Young,Low,Own-child,Prof-specialty,No Gain,No Loss,Full-time,0
Middle-aged,High,Unmarried,Sales,No Gain,No Loss,Full-time,0
Senior,High,Not-in-family,Prof-specialty,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Senior,Medium,Husband,Prof-specialty,No Gain,No Loss,Full-time,1
Senior,Medium,Husband,Sales,No Gain,No Loss,Overtime,1
Senior,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,0
Young,High,Not-in-family,Tech-support,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Sales,No Gain,No Loss,Full-time,0
Young,Medium,Not-in-family,Adm-clerical,No Gain,No Loss,Overtime,0
Young,Low,Own-child,Other-service,No Gain,No Loss,Overtime,0
Middle-aged,Low,Husband,Craft-repair,No Gain,Has Loss,Overtime,1
Senior,High,Not-in-family,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Prof-specialty,No Gain,No Loss,Overtime,0
Senior,Medium,Wife,Prof-specialty,No Gain,No Loss,Overtime,0
Senior,Low,Not-in-family,Transport-moving,No Gain,No Loss,Overtime,1
Young,High,Husband,Prof-specialty,Has Gain,No Loss,Overtime,1
Young,High,Own-child,Adm-clerical,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Sales,No Gain,No Loss,Overtime,0
Young,Medium,Unmarried,Prof-specialty,No Gain,No Loss,Full-time,0
Middle-aged,High,Husband,Prof-specialty,No Gain,Has Loss,Overtime,1
Young,Medium,Not-in-family,Tech-support,Has Gain,No Loss,Overtime,0
Middle-aged,High,Not-in-family,Prof-specialty,No Gain,No Loss,Overtime,0
Young,High,Not-in-family,Tech-support,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Adm-clerical,No Gain,No Loss,Full-time,0
Senior,Low,Not-in-family,Other-service,No Gain,No Loss,Overtime,0
Middle-aged,Low,Husband,Other-service,No Gain,No Loss,Overtime,0
Young,High,Not-in-family,Farming-fishing,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Unmarried,Adm-clerical,No Gain,No Loss,Full-time,0
Middle-aged,High,Husband,Craft-repair,No Gain,No Loss,Overtime,1
Young,Medium,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Not-in-family,Exec-managerial,No Gain,No Loss,Overtime,0
Young,Low,Own-child,Other-service,No Gain,No Loss,Full-time,0
Middle-aged,High,Not-in-family,Prof-specialty,Has Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,High,Own-child,Prof-specialty,Has Gain,No Loss,Overtime,0
Young,High,Own-child,Other-service,No Gain,No Loss,Part-time,0
Middle-aged,Medium,Own-child,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Transport-moving,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Exec-managerial,No Gain,No Loss,Full-time,0
Middle-aged,High,Husband,Sales,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Prof-specialty,Has Gain,No Loss,Overtime,1
Young,High,Own-child,Sales,No Gain,No Loss,Part-time,0
Middle-aged,Low,Not-in-family,Other-service,No Gain,No Loss,Part-time,0
Senior,Low,Unmarried,Priv-house-serv,No Gain,No Loss,Full-time,0
Young,Medium,Husband,Transport-moving,No Gain,No Loss,Overtime,0
Middle-aged,Low,Unmarried,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Farming-fishing,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Sales,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Husband,Sales,No Gain,No Loss,Overtime,0
Young,Medium,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Middle-aged,High,Husband,Sales,No Gain,No Loss,Full-time,1
Middle-aged,Medium,Unmarried,Other-service,No Gain,No Loss,Overtime,0
Middle-aged,Low,Unmarried,Other-service,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Craft-repair,Has Gain,No Loss,Overtime,1
Young,High,Wife,Adm-clerical,No Gain,No Loss,Overtime,1
Senior,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Other-service,No Gain,No Loss,Part-time,0
Young,High,Not-in-family,Handlers-cleaners,No Gain,No Loss,Overtime,0
Young,High,Husband,Exec-managerial,Has Gain,No Loss,Overtime,1
Middle-aged,Low,Husband,Transport-moving,No Gain,No Loss,Overtime,0
Middle-aged,High,Husband,Prof-specialty,No Gain,No Loss,Overtime,1
Young,Medium,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Senior,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Handlers-cleaners,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Sales,Has Gain,No Loss,Overtime,1
Young,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,High,Not-in-family,Prof-specialty,No Gain,No Loss,Overtime,1
Young,Medium,Unmarried,Adm-clerical,No Gain,No Loss,Overtime,0
Senior,Medium,Husband,Craft-repair,No Gain,No Loss,Part-time,0
Senior,Medium,Husband,Prof-specialty,No Gain,No Loss,Overtime,0
Young,High,Husband,Tech-support,No Gain,No Loss,Overtime,1
Young,Medium,Own-child,Other-service,No Gain,No Loss,Part-time,0
Young,Medium,Other-relative,Exec-managerial,Has Gain,No Loss,Overtime,0
Young,High,Husband,Prof-specialty,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Not-in-family,Exec-managerial,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Machine-op-inspct,No Gain,No Loss,Full-time,0
Young,Medium,Unmarried,Adm-clerical,No Gain,No Loss,Overtime,0
Senior,Low,Unmarried,Prof-specialty,Has Gain,No Loss,Part-time,0
Young,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,0
Middle-aged,Low,Husband,Craft-repair,No Gain,No Loss,Full-time,0
Middle-aged,Medium,Husband,Machine-op-inspct,No Gain,No Loss,Overtime,1
Middle-aged,Low,Husband,Handlers-cleaners,No Gain,No Loss,Overtime,1
Young,High,Not-in-family,Sales,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Prof-specialty,No Gain,No Loss,Overtime,0
Middle-aged,High,Not-in-family,Prof-specialty,No Gain,No Loss,Full-time,0
Young,Medium,Not-in-family,Sales,No Gain,No Loss,Full-time,0
Middle-aged,High,Unmarried,Prof-specialty,Has Gain,No Loss,Overtime,1
Young,Medium,Husband,Transport-moving,Has Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,1
Young,Low,Own-child,Prof-specialty,No Gain,Has Loss,Overtime,0
Young,Low,Not-in-family,Machine-op-inspct,No Gain,Has Loss,Overtime,0
Middle-aged,Medium,Not-in-family,Exec-managerial,No Gain,No Loss,Overtime,0
Young,Low,Own-child,Prof-specialty,No Gain,No Loss,Part-time,0
Young,Low,Own-child,Farming-fishing,No Gain,No Loss,Part-time,0
Young,High,Husband,Exec-managerial,No Gain,No Loss,Overtime,1
Middle-aged,Medium,Husband,Sales,No Gain,No Loss,Overtime,1
Young,Medium,Own-child,Sales,Has Gain,No Loss,Overtime,0
Young,Low,Own-child,Other-service,No Gain,No Loss,Part-time,0
Young,Medium,Husband,Adm-clerical,No Gain,No Loss,Overtime,0
Young,Medium,Not-in-family,Craft-repair,No Gain,No Loss,Overtime,0
Senior,Medium,Not-in-family,Exec-managerial,No Gain,No Loss,Overtime,0
Young,Medium,Own-child,Protective-serv,No Gain,No Loss,Overtime,0
Middle-aged,Medium,Husband,Craft-repair,No Gain,No Loss,Overtime,1
